work_id,description,state,state_code,district,constituency,mp_name,agency,category,estimated_cost,sanctioned_amount,expenditure,utilization,cost_deviation,expected_days,actual_days,delayed,delay_days,sanction_date,expected_completion,actual_completion,status,duplicate_candidate,signals,primary_signal,risk_score,risk_tier
W-10076,"Development of public park and pathways, Phase II",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-31),Hon'ble MP — Udaipur PC,Setu Public Works Division,Public Amenities,676000,667000,532000,79.8,-7,299,299,False,0,2025-12-28T00:00:00.000Z,2026-10-23T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,10,LOW
W-10077,"Widening and strengthening of internal roads, Block B",Uttarakhand,IN-UT,Haridwar,Haridwar (PC-12),Hon'ble MP — Haridwar PC,Vikas Engineering Corp,Road Construction,1402000,1608000,1076000,66.9,-27,268,268,False,0,2025-07-14T00:00:00.000Z,2026-04-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-10078,"Widening and strengthening of internal roads, Zone 3",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-10),Hon'ble MP — Bengaluru Urban PC,Utkarsh Rural Agency,Road Construction,2176000,2400000,2474000,103.1,9,306,306,False,0,2025-12-05T00:00:00.000Z,2026-10-07T00:00:00.000Z,2026-10-07T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,31,MEDIUM
W-10079,"Development of multipurpose community centre, Ward 11",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-23),Hon'ble MP — Muzaffarpur PC,Vikas Engineering Corp,Community Infrastructure,1605000,1795000,1595000,88.9,-6,363,363,False,0,2025-12-24T00:00:00.000Z,2026-12-22T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,16,LOW
W-10080,"Construction of open gym and sports facility, Sector 7",West Bengal,IN-WB,Bardhaman,Bardhaman (PC-35),Hon'ble MP — Bardhaman PC,Sankalp Rural Development Corp,Sports,498000,574000,528000,92,-41,362,362,False,0,2025-07-09T00:00:00.000Z,2026-07-06T00:00:00.000Z,2026-07-06T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,21,LOW
W-10081,"Laying of piped water supply network, Ward 4",Jharkhand,IN-JH,Jamshedpur,Jamshedpur (PC-26),Hon'ble MP — Jamshedpur PC,Vikas Engineering Corp,Water & Sanitation,1111000,1277000,719000,56.3,-23,306,306,False,0,2025-05-13T00:00:00.000Z,2026-03-15T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,7,LOW
W-10082,"Provision of smart-classroom and furniture setup, Gram Panchayat",Bihar,IN-BR,Muzaffarpur,Muzaffarpur (PC-38),Hon'ble MP — Muzaffarpur PC,Sahyog Development Trust,Education,496000,600000,536000,89.3,-33,348,348,False,0,2025-11-09T00:00:00.000Z,2026-10-23T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,12,LOW
W-10083,"Blacktopping of village approach road, Gram Panchayat",Punjab,IN-PB,Ludhiana,Ludhiana (PC-2),Hon'ble MP — Ludhiana PC,Prerna Civil Works Unit,Road Construction,1943000,1974000,767000,38.9,-10,356,356,False,0,2025-04-16T00:00:00.000Z,2026-04-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,13,LOW
W-10084,"Provision of smart-classroom and furniture setup, Ward 4",Telangana,IN-TG,Warangal,Warangal (PC-28),Hon'ble MP — Warangal PC,Aarambh Engineering Board,Education,774000,874000,749000,85.7,-2,352,352,False,0,2025-07-03T00:00:00.000Z,2026-06-20T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-10085,"Construction of CC road with side drains, Phase II",Gujarat,IN-GJ,Ahmedabad,Ahmedabad (PC-31),Hon'ble MP — Ahmedabad PC,Meridian Infra Works,Road Construction,1903000,2241000,1779000,79.4,2,257,257,False,0,2025-05-11T00:00:00.000Z,2026-01-23T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,19,LOW
W-10086,"Miscellaneous local area development works, New Colony",Karnataka,IN-KA,Mysuru,Mysuru (PC-14),Hon'ble MP — Mysuru PC,Sahyog Development Trust,Other,489000,485000,374000,77.1,-24,308,308,False,0,2026-01-25T00:00:00.000Z,2026-11-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-10087,"Construction of additional classrooms at Govt. School, Sector 7",Madhya Pradesh,IN-MP,Indore,Indore (PC-3),Hon'ble MP — Indore PC,Disha Municipal Works,Education,534000,642000,307000,47.8,-28,210,210,False,0,2025-11-04T00:00:00.000Z,2026-06-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,22,LOW
W-10088,"Construction of CC road with side drains, Phase II",Tamil Nadu,IN-TN,Coimbatore,Coimbatore (PC-7),Hon'ble MP — Coimbatore PC,Arth Development Board,Road Construction,1208000,1470000,614000,41.8,-33,314,314,False,0,2026-01-19T00:00:00.000Z,2026-11-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-10089,"Installation of solar street lighting, Phase II",Haryana,IN-HR,Hisar,Hisar (PC-25),Hon'ble MP — Hisar PC,Kaushal Construction Division,Public Amenities,610000,648000,530000,81.8,-10,277,277,False,0,2025-04-23T00:00:00.000Z,2026-01-25T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,39,MEDIUM
W-10090,"Development of public park and pathways, Phase II",Karnataka,IN-KA,Bengaluru Urban,Bengaluru Urban (PC-21),Hon'ble MP — Bengaluru Urban PC,Sahyog Development Trust,Public Amenities,496000,516000,346000,67.1,-28,217,217,False,0,2025-04-03T00:00:00.000Z,2025-11-06T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-10091,"Widening and strengthening of internal roads, Phase II",Madhya Pradesh,IN-MP,Ujjain,Ujjain (PC-39),Hon'ble MP — Ujjain PC,Aarambh Engineering Board,Road Construction,3082000,3145000,3109000,98.9,43,256,375,True,119,2025-11-11T00:00:00.000Z,2026-07-25T00:00:00.000Z,,Delayed,True,Cost anomaly; Project delay; Potential duplicate work; Agency concentration,Cost anomaly,60,HIGH
W-10092,"Blacktopping of village approach road, Block B",Karnataka,IN-KA,Tumakuru,Tumakuru (PC-22),Hon'ble MP — Tumakuru PC,Samruddhi Infra Board,Road Construction,2480000,2499000,1752000,70.1,14,293,293,False,0,2025-11-28T00:00:00.000Z,2026-09-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,32,MEDIUM
W-10093,"Construction of indoor sports hall, Block B",Madhya Pradesh,IN-MP,Indore,Indore (PC-27),Hon'ble MP — Indore PC,Samruddhi Infra Board,Sports,1002000,1124000,682000,60.7,15,357,392,True,35,2025-12-02T00:00:00.000Z,2026-11-24T00:00:00.000Z,,Stalled,False,Project delay,Project delay,56,MEDIUM
W-10094,"Construction of indoor sports hall, Gram Panchayat",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-25),Hon'ble MP — Lucknow PC,Disha Municipal Works,Sports,823000,982000,831000,84.6,0,299,299,False,0,2025-11-22T00:00:00.000Z,2026-09-17T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,10,LOW
W-10095,"Construction of RCC culvert and link road, Ward 11",Tamil Nadu,IN-TN,Chennai,Chennai (PC-33),Hon'ble MP — Chennai PC,Prerna Civil Works Unit,Road Construction,2270000,2228000,2040000,91.6,1,332,332,False,0,2025-11-01T00:00:00.000Z,2026-09-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,26,LOW
W-10096,"Installation of solar street lighting, Sector 7",Uttarakhand,IN-UT,Dehradun,Dehradun (PC-14),Hon'ble MP — Dehradun PC,Unnati Infra Solutions,Public Amenities,756000,753000,566000,75.2,5,315,315,False,0,2025-06-09T00:00:00.000Z,2026-04-20T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,26,LOW
W-10097,"Boundary wall construction for school campus, Ward 11",Uttar Pradesh,IN-UP,Lucknow,Lucknow (PC-21),Hon'ble MP — Lucknow PC,Sahyog Development Trust,Education,519000,568000,385000,67.8,-36,345,345,False,0,2025-07-22T00:00:00.000Z,2026-07-02T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,25,LOW
W-10098,"Installation of public address and CCTV system, Sector 7",Madhya Pradesh,IN-MP,Indore,Indore (PC-35),Hon'ble MP — Indore PC,Aarambh Engineering Board,Other,352000,425000,285000,67.1,-34,240,240,False,0,2025-07-13T00:00:00.000Z,2026-03-10T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,22,LOW
W-10099,"Construction of library block at higher secondary school, Ward 4",West Bengal,IN-WB,Kolkata,Kolkata (PC-26),Hon'ble MP — Kolkata PC,Aarambh Engineering Board,Education,765000,842000,723000,85.9,-5,311,311,False,0,2025-09-04T00:00:00.000Z,2026-07-12T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,15,LOW
W-10100,"Provision of smart-classroom and furniture setup, Ward 11",Haryana,IN-HR,Faridabad,Faridabad (PC-24),Hon'ble MP — Faridabad PC,Utkarsh Rural Agency,Education,727000,866000,837000,96.7,-3,310,310,False,0,2025-07-03T00:00:00.000Z,2026-05-09T00:00:00.000Z,2026-05-09T00:00:00.000Z,Completed,False,Missing/invalid data,Missing/invalid data,31,MEDIUM
W-10101,"Miscellaneous local area development works, New Colony",Karnataka,IN-KA,Tumakuru,Tumakuru (PC-5),Hon'ble MP — Tumakuru PC,Pragati Construction Cell,Other,416000,492000,233000,47.4,-23,227,227,False,0,2025-12-01T00:00:00.000Z,2026-07-16T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-10102,"Construction of ambulance shed and waiting hall, Ward 4",Gujarat,IN-GJ,Ahmedabad,Ahmedabad (PC-33),Hon'ble MP — Ahmedabad PC,Sankalp Rural Development Corp,Health,1113000,1206000,534000,44.3,-17,319,319,False,0,2025-05-29T00:00:00.000Z,2026-04-13T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,12,LOW
W-10103,"Construction of open gym and sports facility, Phase II",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-36),Hon'ble MP — Udaipur PC,Aarambh Engineering Board,Sports,500000,605000,337000,55.7,-38,320,320,False,0,2025-10-31T00:00:00.000Z,2026-09-16T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,26,LOW
W-10104,"Blacktopping of village approach road, Ward 11",Uttar Pradesh,IN-UP,Varanasi,Varanasi (PC-20),Hon'ble MP — Varanasi PC,Vikas Engineering Corp,Road Construction,2186000,2256000,915000,40.6,3,214,214,False,0,2025-11-27T00:00:00.000Z,2026-06-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-10105,"Development of village playground, Gram Panchayat",Rajasthan,IN-RJ,Jaipur,Jaipur (PC-37),Hon'ble MP — Jaipur PC,Aarambh Engineering Board,Sports,845000,872000,489000,56.1,-11,236,236,False,0,2025-04-15T00:00:00.000Z,2025-12-07T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,23,LOW
W-10106,"Upgradation of PHC ward and medical equipment, Ward 11",Andhra Pradesh,IN-AP,Vijayawada,Vijayawada (PC-11),Hon'ble MP — Vijayawada PC,Arth Development Board,Health,1087000,1323000,707000,53.4,-9,245,245,False,0,2025-09-28T00:00:00.000Z,2026-05-31T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-10107,"Development of village playground, New Colony",Jharkhand,IN-JH,Jamshedpur,Jamshedpur (PC-8),Hon'ble MP — Jamshedpur PC,Sahyog Development Trust,Sports,905000,900000,795000,88.3,-8,270,270,False,0,2025-04-16T00:00:00.000Z,2026-01-11T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,25,LOW
W-10108,"Development of multipurpose community centre, Sector 7",Haryana,IN-HR,Panipat,Panipat (PC-15),Hon'ble MP — Panipat PC,Kaushal Construction Division,Community Infrastructure,2158000,2227000,1914000,85.9,17,346,346,False,0,2025-10-27T00:00:00.000Z,2026-10-08T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,45,MEDIUM
W-10109,"Installation of community RO water plant, Zone 3",Karnataka,IN-KA,Kalaburagi,Kalaburagi (PC-18),Hon'ble MP — Kalaburagi PC,Pragati Construction Cell,Water & Sanitation,933000,1084000,971000,89.6,-34,358,358,False,0,2026-01-09T00:00:00.000Z,2027-01-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-10110,"Construction of anganwadi and community shelter, Ward 11",Bihar,IN-BR,Patna,Patna (PC-36),Hon'ble MP — Patna PC,Aadhar Works Agency,Community Infrastructure,1558000,1774000,1006000,56.7,-7,305,305,False,0,2026-01-23T00:00:00.000Z,2026-11-24T00:00:00.000Z,,In Progress,False,Compliance deviation,Compliance deviation,32,MEDIUM
W-10111,"Installation of community RO water plant, Block B",Tamil Nadu,IN-TN,Salem,Salem (PC-1),Hon'ble MP — Salem PC,Sankalp Rural Development Corp,Water & Sanitation,904000,914000,483000,52.8,-45,319,319,False,0,2025-11-12T00:00:00.000Z,2026-09-27T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-10112,"Construction of indoor sports hall, Zone 3",Rajasthan,IN-RJ,Udaipur,Udaipur (PC-2),Hon'ble MP — Udaipur PC,Meridian Infra Works,Sports,569000,673000,412000,61.2,-31,302,356,True,54,2025-10-18T00:00:00.000Z,2026-08-16T00:00:00.000Z,,Delayed,False,Project delay,Project delay,28,LOW
W-10113,"Laying of piped water supply network, Ward 11",West Bengal,IN-WB,Bardhaman,Bardhaman (PC-25),Hon'ble MP — Bardhaman PC,Arth Development Board,Water & Sanitation,1438000,1702000,1535000,90.2,3,335,335,False,0,2025-08-01T00:00:00.000Z,2026-07-02T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,10,LOW
W-10114,"Boundary wall construction for school campus, New Colony",Gujarat,IN-GJ,Vadodara,Vadodara (PC-35),Hon'ble MP — Vadodara PC,Sujal Water Works Cell,Education,851000,870000,536000,61.6,-2,224,224,False,0,2026-01-24T00:00:00.000Z,2026-09-05T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,12,LOW
W-10115,"Blacktopping of village approach road, Ward 4",Uttarakhand,IN-UT,Nainital,Nainital (PC-26),Hon'ble MP — Nainital PC,Vikas Engineering Corp,Road Construction,1475000,1449000,651000,44.9,-34,277,277,False,0,2025-11-26T00:00:00.000Z,2026-08-30T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,27,LOW
W-10116,"Provision of smart-classroom and furniture setup, Ward 11",Karnataka,IN-KA,Mysuru,Mysuru (PC-5),Hon'ble MP — Mysuru PC,Sankalp Rural Development Corp,Education,730000,801000,495000,61.8,-10,317,317,False,0,2025-06-13T00:00:00.000Z,2026-04-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-10117,"Construction of crematorium shed and pathway, Phase II",Gujarat,IN-GJ,Vadodara,Vadodara (PC-9),Hon'ble MP — Vadodara PC,Sankalp Rural Development Corp,Other,611000,740000,434000,58.6,16,358,358,False,0,2025-11-15T00:00:00.000Z,2026-11-08T00:00:00.000Z,,In Progress,False,Missing/invalid data,Missing/invalid data,35,MEDIUM
W-10118,"Development of public park and pathways, Ward 4",Rajasthan,IN-RJ,Jaipur,Jaipur (PC-23),Hon'ble MP — Jaipur PC,Aadhar Works Agency,Public Amenities,444000,458000,202000,44.1,-36,359,359,False,0,2025-05-20T00:00:00.000Z,2026-05-14T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-10119,"Installation of community RO water plant, Gram Panchayat",West Bengal,IN-WB,Bardhaman,Bardhaman (PC-8),Hon'ble MP — Bardhaman PC,Setu Public Works Division,Water & Sanitation,1426000,1520000,1425000,93.8,-8,295,295,False,0,2025-11-18T00:00:00.000Z,2026-09-09T00:00:00.000Z,2026-09-09T00:00:00.000Z,Completed,False,Within expected pattern,Within expected pattern,8,LOW
W-10120,"Development of public park and pathways, Block B",Rajasthan,IN-RJ,Kota,Kota (PC-6),Hon'ble MP — Kota PC,Arth Development Board,Public Amenities,348000,411000,282000,68.6,-43,228,228,False,0,2025-04-26T00:00:00.000Z,2025-12-10T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
W-10121,"Construction of anganwadi and community shelter, Ward 11",Uttar Pradesh,IN-UP,Kanpur Nagar,Kanpur Nagar (PC-5),Hon'ble MP — Kanpur Nagar PC,Nirman Urban Works Agency,Community Infrastructure,1548000,1681000,1174000,69.8,-12,282,282,False,0,2025-12-21T00:00:00.000Z,2026-09-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-10122,"Development of public park and pathways, Zone 3",Tamil Nadu,IN-TN,Salem,Salem (PC-34),Hon'ble MP — Salem PC,Vikas Engineering Corp,Public Amenities,406000,457000,221000,48.4,-37,327,327,False,0,2025-06-16T00:00:00.000Z,2026-05-09T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,11,LOW
W-10123,"Development of public park and pathways, New Colony",Maharashtra,IN-MH,Solapur,Solapur (PC-4),Hon'ble MP — Solapur PC,Unnati Infra Solutions,Public Amenities,547000,631000,421000,66.7,-12,236,236,False,0,2025-11-07T00:00:00.000Z,2026-07-01T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,54,MEDIUM
W-10124,"Construction of indoor sports hall, Ward 11",Uttarakhand,IN-UT,Haridwar,Haridwar (PC-3),Hon'ble MP — Haridwar PC,Prerna Civil Works Unit,Sports,574000,656000,301000,45.9,-33,341,341,False,0,2025-04-19T00:00:00.000Z,2026-03-26T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,17,LOW
W-10125,"Construction of RCC culvert and link road, New Colony",Punjab,IN-PB,Ludhiana,Ludhiana (PC-1),Hon'ble MP — Ludhiana PC,Sankalp Rural Development Corp,Road Construction,1411000,1633000,741000,45.4,-26,218,218,False,0,2026-01-04T00:00:00.000Z,2026-08-10T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,28,LOW
W-10126,"Construction of RCC culvert and link road, New Colony",Punjab,IN-PB,Jalandhar,Jalandhar (PC-32),Hon'ble MP — Jalandhar PC,Prerna Civil Works Unit,Road Construction,1549000,1578000,1368000,86.7,-28,265,265,False,0,2025-12-01T00:00:00.000Z,2026-08-23T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,9,LOW
W-10127,"Construction of indoor sports hall, Sector 7",Tamil Nadu,IN-TN,Salem,Salem (PC-20),Hon'ble MP — Salem PC,Sahyog Development Trust,Sports,734000,788000,640000,81.2,-20,245,245,False,0,2025-11-26T00:00:00.000Z,2026-07-29T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,18,LOW
W-10128,"Development of maternal care wing at CHC, Ward 11",Bihar,IN-BR,Bhagalpur,Bhagalpur (PC-38),Hon'ble MP — Bhagalpur PC,Prerna Civil Works Unit,Health,952000,1017000,392000,38.5,-30,235,235,False,0,2026-01-24T00:00:00.000Z,2026-09-16T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,24,LOW
W-10129,"Development of public park and pathways, Ward 11",Tamil Nadu,IN-TN,Chennai,Chennai (PC-31),Hon'ble MP — Chennai PC,Samruddhi Infra Board,Public Amenities,341000,400000,250000,62.5,-44,281,281,False,0,2025-11-24T00:00:00.000Z,2026-09-01T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,6,LOW
W-10130,"Blacktopping of village approach road, Sector 7",Uttar Pradesh,IN-UP,Varanasi,Varanasi (PC-19),Hon'ble MP — Varanasi PC,Setu Public Works Division,Road Construction,2211000,2573000,2139000,83.1,17,335,374,True,39,2025-10-03T00:00:00.000Z,2026-09-03T00:00:00.000Z,,Delayed,False,Project delay; Missing/invalid data; Compliance deviation,Project delay,44,MEDIUM
W-10131,"Installation of solar street lighting, Sector 7",Odisha,IN-OR,Cuttack,Cuttack (PC-35),Hon'ble MP — Cuttack PC,Meridian Infra Works,Public Amenities,522000,591000,293000,49.6,-18,220,220,False,0,2025-08-16T00:00:00.000Z,2026-03-24T00:00:00.000Z,,In Progress,False,Within expected pattern,Within expected pattern,21,LOW
